data-message-id,message-text,link_bet,Local
1792,"Bilhetes para os jogos do dia 22/01/2024 com 0.5 un em cada1,8K08:26",,
1793,,https://br.betano.com/mybets/4757376339,bilhetes/imagens\f72b8c13aa99485b8297dbd7976864dd.jpg
1794,,https://br.betano.com/mybets/4757379186,bilhetes/imagens\7e5a2c202f954d0b844c265fcdd68d8f.jpg
1795,,https://br.betano.com/mybets/4757382652,bilhetes/imagens\8fc2595f9d0e42f2afc6eba992da6db9.jpg
1796,,https://br.betano.com/mybets/4757389619,bilhetes/imagens\2ddb5dae409a48e5b5143024205573b8.jpg
