data-message-id,message-text,link_bet,Local
1009,1Un,https://www.bet365.com/#/AC/B1/C1/D8/E148630995/F3/,elite/imagens\72e8e2321b2a41118dfbb40c4681e6b5.jpg
1010,1Un,https://br.betano.com/odds/brighton-&-hove-albion-wolverhampton-premier-league/43267661,elite/imagens\ab445a266ec8471f87cb6334df75f978.jpg
